"contig","gene","strand","event_id","confirmed","exon_pre_end","exon1_start","exon1_end","exon2_start","exon2_end","exon_aft_start","event_jid","brain_3b_TSMRU_V102.star","brain_3c_TSMRU_V103.star","brain_a_TSMRU_V29.star","ovary_6a_TSMRU_V233.star","ovary_6b_TSMRU_V234.star","ovary_8a_TSMRU_ovary_8a.star","smallintestine_4a_TSMRU_V151.star","smallintestine_4b_TSMRU_V152.star","smallintestine_4c_TSMRU_V153.star","smallintestine_4d_TSMRU_V156.star","tonsil_8a1_TSMRU_tonsil_8a1.star","tonsil_8b1_TSMRU_tonsil_8b1.star","tonsil_8e1_TSMRU_tonsil_8e1.star"
"chr1","ENSG00000187634","+","mutex_exons_1",0,939460,941144,941230,942136,942251,942410,"chr1s+:g.939460j941144_941230j942410>939460j942136_942251j942410[splMUT]",5.56543368478004,0,2.47302862828233,0,1.55798663308199,0.976602334755352,2.47302862828233,2.04157291138099,0,0,0,0,0
"chr1","ENSG00000197530","+","mutex_exons_2",0,1625653,1625909,1625971,1626367,1626754,1626837,"chr1s+:g.1625653j1625909_1625971j1626837>1625653j1626367_1626754j1626837[splMUT]",0,4.75210008338988,0,0,0,2.04928681831015,0,0,1.43325672698795,0,0,0,0
"chr1","ENSG00000157916","+","mutex_exons_3",0,2391958,2393232,2393355,2392563,2393231,2395784,"chr1s+:g.2391958j2393232_2393355j2395784>2391958j2392563_2393231j2395784[splMUT]",0,0,-1.1264089995354,-0.911523386210389,-0.703624702551732,-0.794016848531986,-2.30991525111912,-2.60357154741725,-2.44283786892678,-1.06569732018731,-0.968485879223438,-1.39540576416988,-2.19689555605572
"chr1","ENSG00000157916","+","mutex_exons_4",4,2391958,2393270,2393355,2392563,2393231,2395784,"chr1s+:g.2391958j2393270_2393355j2395784>2391958j2392563_2393231j2395784[splMUT]",0,0,-0.872039355223476,-0.952704023358162,-0.707213990698622,-0.859216679074585,-2.26048244567837,-2.75566145046598,-2.71833019123402,-1.22886572284569,-0.999069744547068,-1.49398575305693,-2.28045320317245
"chr1","ENSG00000157916","+","mutex_exons_5",4,2391958,2394647,2394728,2392563,2393231,2395784,"chr1s+:g.2391958j2394647_2394728j2395784>2391958j2392563_2393231j2395784[splMUT]",0,0,-1.24395810988582,-0.548217730743023,-0.510225939098594,-1.52595872988435,-2.13830886268324,-1.87134383943087,-1.64986262240723,-0.439203644117857,-2.32521263867602,-3.00824483271233,-2.23420641306424
"chr1","ENSG00000157916","+","mutex_exons_6",1,2391958,2395608,2395648,2392563,2393231,2395784,"chr1s+:g.2391958j2395608_2395648j2395784>2391958j2392563_2393231j2395784[splMUT]",0.939177043309879,0,0.576016442899589,0.418244358967789,0.747165919487205,0,0.431772522175288,1.31780736379593,0,1.36949423087564,0.880925211907338,0.672125933721226,0.4980988778498
"chr1","ENSG00000157916","+","mutex_exons_7",2,2391958,2393208,2393231,2393232,2393355,2395784,"chr1s+:g.2391958j2393208_2393231j2395784>2391958j2393232_2393355j2395784[splMUT]",0.782522915780145,1.62847831576846,1.75270844052514,0.643811261758097,0.640339860296545,0.553242334787101,1.10430441919179,2.6815893881716,2.51335059207955,0.33359205990159,1.24291443660012,0.764137954611039,0.74150598007313
"chr1","ENSG00000157916","+","mutex_exons_8",16,2391958,2393208,2393231,2393270,2393355,2395784,"chr1s+:g.2391958j2393208_2393231j2395784>2391958j2393270_2393355j2395784[splMUT]",0.924982778662399,1.78138931007205,1.35586864993684,0.698439753239738,0.666431778700701,0.623276354980222,1.11127072640183,2.97293384544505,2.92850008793558,0.402456692043464,1.33541109631645,0.84891342180555,0.795298222110635
"chr1","ENSG00000157916","+","mutex_exons_9",0,2391958,2393208,2393231,2393270,2393355,2395790,"chr1s+:g.2391958j2393208_2393231j2395790>2391958j2393270_2393355j2395790[splMUT]",1.84729081497314,1.66838273390892,0.442163329728093,0.350171894517075,0.399746162297551,0.421429906057884,0.442163329728093,1.86322022027237,2.83119746927056,0,1.10497502766996,0.335478105105091,0.270375025711684
"chr1","ENSG00000157916","+","mutex_exons_10",16,2391958,2393208,2393231,2394647,2394728,2395784,"chr1s+:g.2391958j2393208_2393231j2395784>2391958j2394647_2394728j2395784[splMUT]",0.803395749727461,0.711293996272998,1.80734510054483,0.375594071611886,0.456394260644272,1.13964053049269,1.03725096345765,1.783808937422,1.60500903863156,0.13301762750336,2.70149441685915,1.71815608504166,0.790751469396866
